bathrooms;bedrooms;accommodates;cleaning_fee;entire_home/apt;private_room;beds;guests_included;monthly_price;zipcode;security_deposit;longitude;latitude;host_since_in_days;weekly_price;availability_90;availability_60;host_total_listings_count;availability_365;availability_30;price
1.0;1.0;2.0;18.4;0.0;1.0;1.0;1.0;1733.8;28013.078520122013;154.0;-3.7077812860914334;40.41064404465092;1459.0;410.0;52.0;31.0;1.0;138.0;11.0;25.0
1.5;1.0;3.0;20.0;1.0;0.0;2.0;2.0;1400.0;28013.078520122013;230.0;-3.7045692964539936;40.42820905223533;312.0;420.0;56.99999999999999;29.0;1.0;57.0;8.0;65.00000000000001
1.0;0.0;2.0;29.000000000000004;1.0;0.0;1.0;1.0;1530.0;28012.000000000004;200.0;-3.700399652237613;40.41259221871714;1547.9999999999998;320.0;0.0;0.0;15.0;0.0;0.0;60.0
1.0;0.0;3.0;20.0;1.0;0.0;2.0;1.0;2800.0;28004.000000000004;200.0;-3.701034441054343;40.420937691040976;522.0;780.0;29.0;16.0;5.0;98.0;5.0;125.0
1.0;3.0000000000000004;4.0;32.0;1.0;0.0;3.0;1.0;956.6;28012.000000000004;170.0;-3.703908548246854;40.40742346001041;1636.0;398.6;18.0;0.0;1.0;18.0;0.0;75.0
1.0;1.0;1.0;22.0;0.0;1.0;1.0;1.0;500.0;28033.0;128.79999999999998;-3.665452986808091;40.47458262900038;732.0;175.0;36.0;6.0;2.0;311.0;0.0;21.0
1.0;1.0;2.0;34.0;0.0;1.0;1.0;1.0;1452.4;28017.0;240.0;-3.648032700030247;40.42446330780911;66.0;294.6;69.0;39.0;1.0;70.0;16.0;21.0
2.0;1.0;2.0;24.0;0.0;1.0;1.0;1.0;1839.2;28010.0;180.0;-3.6909747850141024;40.43504089878882;2033.0;400.0;14.0;14.0;1.0;233.0;7.0;65.00000000000001
1.0;1.0;2.0;25.0;1.0;0.0;1.0;1.0;1197.2;28013.0;100.0;-3.7085531344523184;40.42016560024982;1684.9999999999998;343.40000000000003;34.0;14.0;2.0;296.0;1.0;85.0
1.0;1.0;4.0;30.0;1.0;0.0;2.0;2.0;841.8;28014.0;200.0;-3.680553754050309;40.40622609968429;726.0;436.80000000000007;51.0;32.0;3.0000000000000004;322.0;14.0;70.0
1.0;1.0;1.0;21.8;0.0;1.0;1.0;1.0;852.2;28005.0;168.0;-3.703771268554868;40.40284914407272;286.0;244.0;0.0;0.0;1.0;219.0;0.0;25.0
1.0;1.0;2.0;38.00000000000001;1.0;0.0;1.0;1.0;2500.0;28020.0;300.0;-3.690356302168056;40.46294916236096;905.3380816714148;650.0;0.0;0.0;1.2;0.0;0.0;100.0
3.0;1.0;1.0;30.0;0.0;1.0;1.0;1.0;1539.8;28013.0;200.0;-3.706881631598341;40.41879413011303;44.0;365.6;36.0;6.0;26.0;92.0;0.0;30.0
1.0;1.0;2.0;40.0;1.0;0.0;1.0;1.0;2301.2;28004.000000000004;120.0;-3.698874239967222;40.426963421879584;854.0;467.00000000000006;4.0;1.0;1.0;95.0;1.0;50.0
1.0;1.0;4.0;25.0;1.0;0.0;2.0;4.0;1800.0;28004.000000000004;215.0;-3.704184622811309;40.42248664851058;1480.0;416.2;24.0;8.0;46.0;288.0;2.0;50.0
2.0;2.0;6.0;60.0;1.0;0.0;4.0;2.0;913.0;28007.0;200.0;-3.677686351794188;40.422188963996334;932.0;253.00000000000003;23.000000000000004;13.0;164.0;258.0;5.0;170.0
1.0;1.0;4.0;30.0;1.0;0.0;2.0;1.0;1725.7999999999995;28035.0;100.0;-3.727718723398726;40.46815993932388;1156.0;346.79999999999995;75.0;45.0;39.0;343.0;15.0;80.00000000000001
2.0;1.0;2.0;12.0;0.0;1.0;2.0;1.0;2170.0;28014.0;94.0;-3.698647801815063;40.41408212120119;601.0;633.0000000000001;38.0;22.0;4.0;123.0;5.0;32.0
1.0;1.0;1.0;20.0;0.0;1.0;1.0;1.0;1055.2;28027.0;148.0;-3.6519208031447983;40.44300185941802;570.0;236.00000000000003;20.0;16.0;1.0;238.0;8.0;20.0
1.0;3.0000000000000004;3.0;40.0;1.0;0.0;2.0;2.0;1429.2;28019.0;200.0;-3.7276460661830826;40.39250840671508;1563.0000000000002;406.6;0.0;0.0;1.0;0.0;0.0;60.0
1.0;1.0;2.0;15.000000000000002;0.0;1.0;2.0;1.0;1440.0;28004.000000000004;310.0;-3.7028664819943073;40.427828364580776;125.0;295.40000000000003;71.0;41.0;2.0;71.0;16.0;42.0
2.0;4.0;8.0;39.0;1.0;0.0;8.0;1.0;1456.0000000000002;28025.0;196.0;-3.7400336574059008;40.38398608713784;202.0;289.40000000000003;32.0;14.0;1.0;69.0;8.0;120.0
1.0;2.0;4.0;35.0;1.0;0.0;3.0;1.0;1389.8000000000002;28005.0;500.0;-3.712475293571297;40.41372520483564;692.0;582.0;15.000000000000002;10.0;6.000000000000001;237.0;3.0;75.0
1.0;2.0;6.0;30.0;1.0;0.0;3.0;2.0;1464.6;28013.0;208.0;-3.703828003918785;40.41726725985295;655.0;360.0;40.0;21.0;3.0000000000000004;159.0;7.0;90.0
1.0;1.0;2.0;20.8;0.0;1.0;2.0;1.0;686.0;28033.0;244.00000000000003;-3.643748979992215;40.47690585030024;247.0;381.2;90.0;60.0;2.0;365.0;30.0;52.0
1.0;1.0;4.0;24.0;1.0;0.0;2.0;1.0;1181.0;28009.0;130.0;-3.676061396521058;40.407387594350624;250.0;248.8;0.0;0.0;1.0;188.0;0.0;70.0
1.0;1.0;1.0;20.0;0.0;1.0;1.0;1.0;1055.2;28005.0;148.0;-3.721636912811921;40.41325700388282;722.0;236.00000000000003;0.0;0.0;1.0;157.0;0.0;20.0
3.0;4.0;9.0;25.000000000000004;1.0;0.0;7.0;1.0;2371.0;28020.0;189.2;-3.6962539196534574;40.46249865629199;534.0;369.0;43.0;28.0;1.0;309.0;13.0;195.0
1.0;0.0;2.0;30.0;1.0;0.0;1.0;2.0;460.2000000000001;28005.0;100.0;-3.709622558204974;40.40931269862053;699.0;331.8;26.0;14.0;4.0;298.0;6.0;53.99999999999999
1.0;1.0;2.0;18.4;0.0;1.0;1.0;1.0;1733.8;28004.000000000004;154.0;-3.7005488014504606;40.42169694878112;140.0;410.0;2.0;2.0;1.0;2.0;2.0;25.0
1.0;1.0;4.0;10.0;1.0;0.0;1.0;2.0;2184.8;28012.000000000004;200.0;-3.698782814678157;40.40940668914855;1534.0;409.00000000000006;72.0;42.0;12.000000000000002;347.0;12.0;59.00000000000001
1.0;0.0;2.0;10.0;1.0;0.0;2.0;2.0;874.0;28012.000000000004;160.0;-3.698968831077852;40.4084409845135;810.0;526.0;46.00000000000001;23.0;3.0000000000000004;46.0;10.0;41.0
1.0;2.0;4.0;50.0;1.0;0.0;4.0;2.0;2950.0;28012.000000000004;450.0;-3.703758522012629;40.42779019118551;1756.0;700.0;17.0;13.0;5.0;179.0;4.0;116.0
1.0;1.0;4.0;50.0;1.0;0.0;2.0;1.0;2880.0;28013.0;200.0;-3.713603821991592;40.42013543324083;804.0;756.0;8.0;7.0;1.0;216.0;5.0;125.0
1.0;1.0;3.0;20.800000000000004;1.0;0.0;2.0;1.0;1710.6;28012.000000000004;188.0;-3.6993002017450873;40.41299166099611;753.9999999999999;397.00000000000006;17.0;0.0;1.0;17.0;0.0;75.0
1.0;1.2000000000000002;1.0;17.0;0.0;1.0;1.4;1.0;1145.0;28013.078520122013;160.0;-3.698898045567663;40.42381171654274;79.0;333.0;0.0;0.0;1.0;74.0;0.0;68.0
1.0;1.0;2.0;20.0;1.0;0.0;2.0;2.0;1295.0;28004.000000000004;150.0;-3.700687646181709;40.41950352469869;1696.0;580.0;49.00000000000001;25.0;2.0;324.0;7.0;90.0
2.0;1.0;1.0;5.0;0.0;1.0;6.0;1.0;1670.2;28013.0;200.00000000000003;-3.709430811288013;40.42134746383155;684.0;286.19999999999993;90.0;60.0;3.0000000000000004;301.0;30.0;20.0
1.0;0.0;2.0;50.0;1.0;0.0;1.0;1.0;2379.0;28004.000000000004;200.0;-3.698807132676495;40.421799107705866;68.0;564.4;68.0;41.0;1.0;343.0;13.0;47.0
3.0;3.0000000000000004;9.0;60.0;1.0;0.0;8.0;6.0;1101.9999999999998;28004.000000000004;240.0;-3.693264035611016;40.42327869858735;1605.9999999999998;390.4;44.0;27.0;3.0000000000000004;285.0;10.0;240.0
1.0;1.0;1.0;12.0;0.0;1.0;1.0;1.0;1410.6;28008.0;148.79999999999998;-3.715186050652685;40.42188922292956;335.0;446.0;86.0;56.0;1.0;361.0;26.0;30.0
1.0;2.0;3.0;40.0;1.0;0.0;2.0;1.0;1153.2000000000005;28012.000000000004;120.0;-3.6995903637070375;40.40146974074221;1001.0;437.6;77.0;47.0;3.0000000000000004;352.0;17.0;110.0
1.0;1.0;4.0;16.200000000000003;0.0;1.0;3.0;2.0;1396.1999999999998;28045.0;210.0;-3.6973536308306976;40.393206075285015;949.0;340.40000000000003;72.0;42.0;10.0;343.0;13.0;25.0
1.0;2.0;4.0;18.4;1.0;0.0;2.0;1.0;1439.8000000000002;28004.000000000004;220.0;-3.699283262914244;40.42198417140917;235.00000000000003;602.8;59.0;32.0;2.0;334.0;12.0;95.0
2.0;3.0000000000000004;8.0;21.8;1.0;0.0;6.0;4.0;1034.9999999999998;28039.0;150.0;-3.708310025412007;40.44923606272037;150.0;370.0;24.0;14.0;1.0;87.0;7.0;87.0
1.0;2.0;5.0;50.0;1.0;0.0;3.0;1.0;952.0;28025.0;160.0;-3.733012226773627;40.37926649443854;973.0;331.0;80.0;50.0;3.0000000000000004;355.0;20.0;140.0
4.5;7.0;16.0;110.0;1.0;0.0;9.0;10.0;2318.0;28004.000000000004;350.0;-3.701793993467113;40.42274180843565;500.0;352.0;56.0;32.0;3.0000000000000004;119.0;13.0;399.0
1.0;1.0;4.0;20.0;1.0;0.0;2.0;1.0;1500.0;28004.000000000004;150.0;-3.703182301826713;40.426180407957;591.0;450.0;65.0;41.0;1.0;340.0;11.0;70.0
1.0;1.0;5.0;22.0;1.0;0.0;3.0;1.0;1126.0;28005.0;210.0;-3.706997593239571;40.40689311215204;365.0;518.4;0.0;0.0;1.0;0.0;0.0;90.0
1.0;1.0;2.0;11.0;0.0;1.0;1.0;1.0;1358.4;28010.0;218.8;-3.7026610929816406;40.429285965257975;684.0;200.0;72.0;42.0;1.0;311.0;15.0;32.0
2.0;5.0;10.0;80.0;1.0;0.0;8.0;7.0;2020.0;28012.000000000004;190.0;-3.70696931723713;40.4144371813763;1662.0000000000002;352.0;7.0;0.0;4.0;266.0;0.0;300.0
1.0;1.0;2.0;36.0;0.0;1.0;1.0;2.0;845.1999999999999;28015.0;184.0;-3.7120258726755297;40.43190336715247;199.0;277.0;0.0;0.0;1.0;0.0;0.0;29.000000000000004
1.5;1.0;3.0;19.000000000000004;1.0;0.0;1.0;1.0;2345.0;28004.000000000004;750.0;-3.701314118745143;40.43017935743699;1130.0;619.0;69.0;42.0;1.0;344.0;12.0;103.0
1.0;1.0;4.0;35.0;1.0;0.0;2.0;3.0;1279.8;28004.000000000004;250.0;-3.699312517923463;40.42195487177132;1350.0;356.00000000000006;26.0;6.0;1.0;278.0;0.0;70.0
2.0;1.0;1.0;23.200000000000003;0.0;1.0;1.0;1.0;675.0000000000001;28006.0;160.0;-3.680397681603198;40.43406912576071;1712.0;200.0;86.0;56.0;1.0;361.0;26.0;30.0
1.0;1.0;1.0;20.0;0.0;1.0;1.0;1.0;1055.2;28002.0;148.0;-3.672763840835559;40.44035964546028;192.0;236.00000000000003;88.0;58.0;1.0;88.0;28.0;20.0
2.0;2.0;4.0;30.0;1.0;0.0;2.0;1.0;1029.7999999999995;28012.000000000004;100.0;-3.70270575904559;40.411320430446665;86.0;401.0;36.0;22.0;5.0;308.0;10.0;110.0
1.0;1.0;1.0;22.0;0.0;1.0;1.0;1.0;708.0000000000001;28013.078520122013;160.0;-3.6571846823910414;40.42599781862476;283.0;150.0;89.0;59.0;3.0000000000000004;179.0;29.0;40.0
1.0;0.0;3.0;26.6;1.0;0.0;3.0;2.0;1150.0;28026.0;191.0;-3.702788950846512;40.38647989393616;475.00000000000006;366.0;5.0;0.0;9.0;184.0;0.0;43.0
1.0;1.0;2.0;23.800000000000004;0.0;1.0;1.0;1.0;1309.8000000000002;28005.0;230.0;-3.710361444240648;40.41279296763723;395.0;410.0;26.0;16.0;1.0;253.0;4.0;30.0
1.0;1.0;1.0;14.0;0.0;1.0;1.0;1.0;1229.9999999999998;28028.0;148.0;-3.672433086930394;40.43603038259143;1230.0;373.2;0.0;0.0;1.0;0.0;0.0;27.0
1.0;2.0;2.0;15.6;0.0;1.0;1.0;1.0;1199.6;28004.000000000004;220.0;-3.7023970753408806;40.42274519368177;109.0;318.0;72.0;42.0;1.0;340.0;12.0;30.0
1.0;1.0;4.0;30.0;1.0;0.0;2.0;1.0;1306.0;28012.000000000004;100.0;-3.7015744492944336;40.40648728482227;277.0;379.0;61.0;39.0;8.0;211.0;14.0;60.0
1.0;1.0;4.0;30.0;1.0;0.0;1.0;2.0;1199.6;28004.000000000004;150.0;-3.696988581375672;40.42073783899589;452.0;300.0;70.0;43.0;207.0;307.0;17.0;68.0
2.0;2.0;6.0;25.0;1.0;0.0;2.0;2.0;2490.0;28005.0;200.0;-3.709148993063115;40.41205745086388;1613.0;401.0;6.0;6.0;12.000000000000002;6.000000000000001;6.0;72.0
1.5;3.0000000000000004;6.0;24.0;1.0;0.0;4.0;2.0;3450.0;28046.0;150.0;-3.689448997740272;40.47293290995725;1880.0;515.8;41.0;30.0;2.0;300.0;11.0;170.0
1.0;1.0;2.0;50.0;0.0;1.0;1.0;1.0;3144.2000000000003;28023.0;300.0;-3.782693292994253;40.454805719623565;1307.0;393.0;90.0;60.0;3.0000000000000004;365.0;30.0;50.0
1.0;1.0;4.0;40.0;1.0;0.0;2.0;2.0;1350.0;28012.000000000004;200.0;-3.700546160947375;40.41490585866361;1751.0;499.00000000000006;53.99999999999999;33.0;14.0;134.0;17.0;75.0
1.0;1.0;1.0;16.6;0.0;1.0;1.0;1.0;927.0;28014.0;175.0;-3.6959789620221417;40.41271501728031;1060.0;451.0;0.0;0.0;2.0;0.0;0.0;21.0
1.0;1.0;1.0;31.6;0.0;1.0;1.0;1.0;958.0;28045.0;147.0;-3.693986039697222;40.39195753208849;1350.0;274.0;58.0;35.0;1.0;329.0;7.0;17.0
1.0;1.0;2.0;10.0;1.0;0.0;1.0;1.0;987.0;28038.0;130.6;-3.632056995836552;40.37685579533678;384.0;268.0;56.99999999999999;40.0;2.0;274.0;15.0;42.0
1.0;1.0;1.0;20.0;0.0;1.0;1.0;1.0;1244.0000000000002;28039.0;220.0;-3.7034200738773806;40.46424561946026;18.000000000000004;405.0;34.0;4.0;1.0;35.0;3.0;11.0
1.0;1.0;2.0;25.4;0.0;1.0;1.0;1.0;1142.0;28004.000000000004;137.0;-3.699883827089229;40.426218417155546;841.0000000000001;396.8;52.0;22.0;3.0000000000000004;111.0;6.0;27.0
1.0;2.0;4.0;23.8;1.0;0.0;3.0;1.0;976.0;28029.0;150.0;-3.702009240952713;40.4693389498606;410.0;247.0;45.0;15.0;32.0;211.0;1.0;63.000000000000014
1.0;1.0;2.0;23.0;0.0;1.0;1.0;4.0;929.0;28012.000000000004;94.0;-3.7031033833521794;40.41687301893791;453.0;239.8;53.99999999999999;24.0;2.0;99.0;7.0;38.0
1.0;1.0;4.0;29.0;1.0;0.0;1.0;2.0;1187.9999999999998;28004.000000000004;150.0;-3.702437917470916;40.421265580723215;116.0;364.0;39.0;20.0;2.0;129.0;6.0;69.00000000000001
2.0;3.0000000000000004;6.0;70.0;1.0;0.0;6.0;4.0;1683.4000000000003;28009.0;550.0;-3.670362411020844;40.41893965316071;372.0;521.6;9.0;9.0;2.0;82.0;2.0;209.0
1.0;1.0;4.0;24.000000000000004;1.0;0.0;2.0;2.0;1328.0;28012.000000000004;100.0;-3.704881509926438;40.41316496758213;1494.0;399.0;6.0;5.0;1.0;185.0;3.0;63.000000000000014
2.0;1.0;4.0;28.000000000000004;0.0;1.0;1.0;2.0;948.0;28004.000000000004;209.00000000000003;-3.704963189978821;40.42607431065051;13.000000000000002;242.6;59.0;38.0;5.0;334.0;16.0;30.0
2.0;4.0;6.0;22.4;1.0;0.0;4.0;1.0;1250.0;28007.0;190.0;-3.671230937437873;40.39976469970743;639.0;450.0;20.0;20.0;1.0;263.0;14.0;100.0
1.0;1.0;4.0;35.0;1.0;0.0;2.0;2.0;1101.0000000000002;28004.000000000004;200.0;-3.6993405988038215;40.42157281866802;116.0;250.0;40.0;24.0;4.0;96.0;5.0;59.00000000000001
1.0;1.0;2.0;30.0;1.0;0.0;1.0;1.0;1560.0;28004.000000000004;150.0;-3.697467517581775;40.42024037698277;2157.0;390.0;50.0;36.0;11.0;308.0;15.0;65.00000000000001
6.0;10.0;1.0;21.000000000000004;0.0;1.0;16.0;1.0;1880.0;28015.0;90.0;-3.71600544371333;40.43430341911028;311.0;484.2;89.0;59.0;7.0;145.0;29.0;40.0
2.0;1.0;2.0;10.0;0.0;1.0;1.0;1.0;1362.2;28012.000000000004;240.0;-3.706044237464004;40.4122745400329;638.0;354.00000000000006;51.0;24.0;8.0;326.0;8.0;24.0
1.0;0.0;2.0;28.000000000000004;1.0;0.0;2.0;1.0;1330.0;28015.0;244.00000000000003;-3.709186087531311;40.43021532688529;1383.0;370.0;41.0;26.0;26.0;311.0;2.0;50.0
1.0;0.0;4.0;30.0;1.0;0.0;2.0;2.0;1549.9999999999998;28013.0;300.0;-3.700123617194468;40.41736194782459;1834.0;493.0;66.0;46.0;5.0;341.0;16.0;155.0
1.0;2.0;4.0;30.0;1.0;0.0;3.0;2.0;725.0;28027.0;226.0;-3.643334165605317;40.43877602569621;1067.0;286.0;1.0;1.0;2.0;1.0;1.0;80.00000000000001
1.0;2.0;6.0;30.0;1.0;0.0;2.0;2.0;913.4;28012.000000000004;200.0;-3.7041009750594793;40.413306494295774;609.0;241.2;0.0;0.0;10.0;0.0;0.0;35.0
1.0;2.0;3.0;15.000000000000002;1.0;0.0;2.0;1.0;850.0;28031.0;80.0;-3.614863068175613;40.38262893208015;1717.0;230.0;55.0;29.0;1.0;55.0;11.0;35.0
1.0;1.0;4.0;10.0;1.0;0.0;2.0;2.0;1859.8;28036.0;154.0;-3.680103059849902;40.46222025277393;410.0;301.6;0.0;0.0;1.0;20.0;0.0;54.99999999999999
2.0;1.0;1.0;15.000000000000002;0.0;1.0;1.0;1.0;1080.0;28012.000000000004;148.0;-3.7074045299345104;40.41178825574617;1066.0;331.19999999999993;0.0;0.0;114.0;250.0;0.0;15.0
1.0;2.0;4.0;27.0;1.0;0.0;2.0;1.0;2200.0;28004.000000000004;200.0;-3.697501969354795;40.42428734683299;727.0;650.0;0.0;0.0;1.0;0.0;0.0;100.0
2.0;1.0;2.0;10.0;0.0;1.0;1.0;1.0;973.6;28012.000000000004;220.0;-3.7043838846030255;40.40734985938669;346.0;324.0;72.0;42.0;1.0;73.0;12.0;25.0
1.0;1.0;3.0;30.0;1.0;0.0;2.0;1.0;1300.0;28043.0;300.0;-3.661606110839204;40.45486098490279;1036.0;350.0;38.0;31.0;1.0;307.0;8.0;51.0
1.0;1.0;1.0;19.000000000000004;0.0;0.0;1.0;1.0;2056.2;28004.000000000004;120.0;-3.698686130986369;40.42141230726947;498.0;336.0;67.0;47.0;1.0;342.0;17.0;18.0
1.0;1.0;6.0;30.0;1.0;0.0;4.0;4.0;1700.0;28005.0;96.0;-3.7110058045834;40.4128518076234;245.0;383.0;0.0;0.0;1.0;0.0;0.0;84.00000000000001
2.0;2.0;5.0;30.0;1.0;0.0;2.0;1.0;816.5999999999999;28014.0;150.0;-3.695993938133274;40.41216954602673;295.0;217.4;0.0;0.0;2.0;35.0;0.0;65.00000000000001
1.0;1.0;2.0;15.000000000000002;0.0;1.0;1.0;1.0;1049.6;28013.0;198.6;-3.7110213573274113;40.42082835370956;1872.0;319.00000000000006;22.0;5.0;3.0000000000000004;104.0;3.0;39.0
1.0;1.0;2.0;26.8;0.0;1.0;2.0;1.0;1341.0;28003.0;115.0;-3.704597678275354;40.44422089532598;1319.0;290.40000000000003;82.0;52.0;1.0;357.0;22.0;21.0
2.0;3.0000000000000004;5.0;20.0;1.0;0.0;4.0;4.0;1481.6;28009.0;190.0;-3.67357216874309;40.41969622383034;704.0;375.0;24.0;13.0;1.0;73.0;8.0;121.0
1.0;1.0;1.0;28.0;0.0;1.0;1.0;1.0;1820.0;28004.000000000004;177.4;-3.698292597381608;40.42183734610708;173.0;384.0;56.0;39.0;1.0;331.0;17.0;17.0
1.0;1.0;2.0;34.6;0.0;1.0;2.0;1.0;900.0;28020.0;120.0;-3.6960472555624575;40.45584159160472;635.0;250.00000000000003;83.0;53.0;1.0;358.0;23.0;40.0
1.0;1.0;2.0;26.6;1.0;0.0;1.0;1.0;1220.0;28020.0;150.0;-3.698448485096213;40.44765940819085;648.0;317.0;8.0;4.0;2.0;20.0;0.0;70.0
1.0;1.0;4.0;30.0;1.0;0.0;1.0;2.0;1039.0;28005.0;160.0;-3.7092421101619744;40.41173802347545;1334.0;453.0;4.0;4.0;1.0;4.0;4.0;110.0
1.0;1.0;3.0;25.0;1.0;0.0;2.0;1.0;1206.6;28004.000000000004;160.0;-3.7072454737820064;40.42169960835229;1480.0;438.8;27.0;12.0;46.0;299.0;5.0;46.0
1.0;1.0;2.0;12.0;0.0;1.0;1.0;1.0;840.0;28012.000000000004;190.0;-3.703883357747495;40.41250621572405;1185.0;230.0;86.0;56.0;8.0;87.0;26.0;39.0
2.0;1.0;2.0;50.0;1.0;0.0;1.0;1.0;1769.1999999999996;28001.0;150.0;-3.685236848374069;40.43059767651059;1273.0;495.6;67.0;37.0;6.000000000000001;342.0;12.0;90.0
2.5;2.0;4.0;160.0;1.0;0.0;3.0;1.0;2671.0;28006.0;260.0;-3.684605048484949;40.43472848481475;2153.0;596.8000000000001;23.000000000000004;7.0;28.0;24.000000000000004;7.0;230.0
1.0;2.0;4.0;20.0;1.0;0.0;2.0;3.0;1000.0;28019.0;143.99999999999997;-3.7134952667353978;40.39679573210501;658.0;350.0;21.0;6.0;1.0;296.0;6.0;69.00000000000001
2.5;2.0;6.0;35.800000000000004;1.0;0.0;3.0;1.0;2037.2;28001.0;180.0;-3.6893867556293936;40.42146672915103;1538.0;385.0;55.0;34.0;5.0;330.0;13.0;180.0
1.0;1.0;2.0;10.0;0.0;1.0;1.0;1.0;1344.0;28005.0;148.99999999999997;-3.706555105231158;40.40850093861105;934.0;374.6;37.0;19.0;1.0;127.0;7.0;27.0
1.0;1.0;1.0;40.400000000000006;0.0;1.0;1.0;1.0;400.0;28025.0;138.0;-3.733852567342125;40.379268430546574;1887.0;175.0;63.00000000000001;33.0;2.0;338.0;3.0;30.0
1.0;0.0;3.0;25.0;1.0;0.0;2.0;1.0;1400.0;28001.0;150.0;-3.675333805248973;40.42670265114874;361.0;443.4;64.0;41.0;1.0;158.0;11.0;80.00000000000001
3.0;10.0;16.0;34.2;1.0;0.0;16.0;1.0;1561.0;28016.0;168.0;-3.677512906511096;40.458104786756245;657.0;401.0;90.0;60.0;1.0;365.0;30.0;750.0
1.0;1.0;2.0;28.000000000000007;1.0;0.0;1.0;1.0;1601.0;28033.0;300.0;-3.6687891938210218;40.47666609357938;489.0;284.0;70.0;40.0;1.0;345.0;10.0;65.00000000000001
1.0;3.0000000000000004;5.0;50.0;1.0;0.0;3.0;1.0;1639.6;28011.0;150.0;-3.734776637043974;40.41111114189162;37.0;544.0;89.0;59.0;1.0;364.0;29.0;143.0
2.0;1.0;2.0;20.0;0.0;0.0;1.0;1.0;2102.8;28013.078520122013;200.0;-3.684215551081498;40.437038134404695;513.0;374.2;90.0;60.0;1.0;365.0;30.0;54.99999999999999
1.0;1.0;3.0;36.0;1.0;0.0;2.0;1.0;1169.4;28005.0;89.0;-3.710559288450441;40.41336066142641;1570.0;432.0;0.0;0.0;1.0;244.0;0.0;79.0
1.0;1.0;4.0;24.0;0.0;1.0;2.0;1.0;1148.0;28025.0;179.2;-3.7385701017762;40.38562247891749;912.0;322.0;61.0;33.0;1.0;179.0;9.0;25.0
2.0;2.0;4.0;50.0;1.0;0.0;3.0;3.0;1198.9999999999998;28003.0;300.0;-3.7063390694889495;40.44152346100451;345.0;336.8;34.0;4.0;1.0;136.0;0.0;95.0
2.0;1.0;2.0;31.4;0.0;1.0;1.0;1.0;1210.0;28045.0;130.0;-3.68917979354398;40.39194979404459;1018.0;464.4;44.0;34.0;1.0;44.0;12.0;31.0
1.0;2.0;5.0;21.000000000000004;1.0;0.0;4.0;1.0;1112.0;28005.0;198.0;-3.7100122507522113;40.410570884536135;260.0;283.0;70.0;40.0;21.0;247.0;18.0;200.0
1.0;1.0;1.0;10.0;0.0;1.0;1.0;1.0;1318.0;28045.0;220.0;-3.698793457212525;40.39740347111725;666.0;472.00000000000006;88.0;58.0;1.0;178.0;28.0;25.0
1.0;1.0;4.0;22.0;1.0;0.0;2.0;2.0;1000.0;28012.000000000004;150.0;-3.701100869837312;40.41149947995808;937.0;290.0;19.0;12.0;1.0;275.0;1.0;51.0
1.0;1.0;4.0;25.800000000000004;1.0;0.0;2.0;1.0;1100.0;28005.0;220.0;-3.712175352274704;40.40698888678664;689.0;298.0;17.0;9.0;1.0;17.0;9.0;100.0
1.0;1.0;2.0;30.0;1.0;0.0;1.0;1.0;1272.0;28016.0;100.0;-3.6797008742847366;40.456875620090536;1457.0;399.0;81.0;51.0;4.0;82.0;21.0;75.0
1.0;0.0;3.0;26.8;1.0;0.0;1.0;1.0;1978.4;28039.0;168.0;-3.699543162907;40.46205435993836;53.0;291.0;18.0;18.0;1.0;18.0;9.0;35.0
1.0;1.0;2.0;20.2;0.0;1.0;1.0;1.0;351.0;28037.0;207.0;-3.614352678029168;40.42745419214003;1770.0;131.0;65.0;35.0;6.000000000000001;340.0;5.0;23.0
1.0;1.0;2.0;24.0;0.0;1.0;1.0;1.0;1168.8000000000002;28004.000000000004;297.4;-3.698368815321585;40.422576158626455;1659.0;403.8;4.0;4.0;2.0;4.0;4.0;19.0
1.0;1.0;2.0;10.0;0.0;1.0;1.0;1.0;1408.0000000000002;28009.0;118.8;-3.677078993924156;40.4207519278305;656.0;265.0;52.0;22.0;1.0;52.0;0.0;30.0
4.0;1.0;2.0;15.000000000000002;0.0;1.0;1.0;1.0;1283.2;28012.000000000004;219.0;-3.706918093006127;40.41110270721738;1066.0;479.6;36.0;6.0;114.0;92.0;0.0;25.0
1.5;1.0;1.0;26.000000000000004;0.0;1.0;1.0;1.0;400.0;28047.0;200.00000000000003;-3.758450302173452;40.392298741626114;2089.0;107.0;90.0;60.0;2.0;365.0;30.0;17.0
1.0;1.0;2.0;28.40000000000001;0.0;1.0;1.0;1.0;853.7999999999998;28013.0;249.0;-3.707133348308844;40.41645077764269;572.0;322.00000000000006;30.000000000000004;7.0;7.0;305.0;2.0;30.0
1.0;2.0;5.0;50.0;1.0;0.0;3.0;2.0;3000.0;28012.000000000004;154.0;-3.706430694391853;40.413658899207725;1662.0000000000002;800.0;0.0;0.0;4.0;231.0;0.0;90.0
2.0;1.0;5.0;10.0;0.0;1.0;5.0;1.0;1566.0;28045.0;149.2;-3.7002547313428;40.394055973668586;1471.0;420.0;78.0;48.0;4.0;194.0;18.0;17.0
1.0;1.0;3.0;25.0;1.0;0.0;1.0;2.0;936.0;28013.0;200.0;-3.7092432139532434;40.420780932804654;1613.0;388.0;49.00000000000001;30.0;12.000000000000002;314.0;12.0;75.0
2.0;2.0;6.0;40.0;1.0;0.0;4.0;3.0;2100.0;28013.0;150.0;-3.70115692602156;40.41888663126018;1870.0;700.0;53.0;30.0;17.0;315.0;15.0;150.0
