Host Response Rate,Host Listings Count,Host Total Listings Count,Zipcode,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Square Feet,Price,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Calculated host listings count,Reviews per Month,Host Since in Days,First Review in Days,Entire home/apt,Private room,Shared room
100.0,1.0,1.0,28001.0,40.42904712660482,-3.677982963291536,1.0,1.0,1.0,1.0,523.2,26.0,168.0,429.0,183.48397863818425,26.000000000000004,1.0,0.0,1.0,15.0,19.0,49.0,79.0,354.0,0.0,91.75441354292623,9.8,10.0,10.0,8.0,9.550460941290636,9.2,1.0,2.072,56.99999999999999,614.2,0.0,1.0,0.0
99.0,207.0,207.0,28012.000000000004,40.41513057004313,-3.7026499280497056,4.0,2.0,1.0,2.0,587.6000000000001,89.00000000000001,400.00000000000006,1699.0,150.0,30.0,2.0,12.0,2.0,1125.0,10.0,26.0,40.0,274.0,3.0,67.0,7.0,9.0,7.0,7.0,10.0,8.0,67.0,2.65,452.0,12.999999999999998,1.0,0.0,0.0
94.65098420938784,1.0,1.0,28012.000000000004,40.41538264741362,-3.70658892921296,2.0,1.0,1.0,1.0,648.2,90.0,550.0,1300.0,100.0,10.0,1.0,15.0,3.0000000000000004,31.0,28.0,58.0,88.0,363.0,12.0,87.0,8.0,8.0,10.0,9.0,10.0,9.0,1.0,0.4,1058.0,288.0,0.0,1.0,0.0
94.0,10.0,10.0,28004.000000000004,40.42025639873373,-3.7028565499364623,3.0,1.0,1.0,1.0,348.2,80.00000000000001,535.0,1150.0,183.48397863818425,51.20000000000001,1.0,0.0,1.0,365.0,10.0,27.0,49.00000000000001,291.0,2.0,90.0,10.0,8.0,6.0,9.0,10.0,9.0,10.000000000000002,0.05,1613.0,448.0,1.0,0.0,0.0
100.0,1.0,1.0,28029.0,40.46910690676356,-3.690178586561625,2.0,1.0,1.0,1.0,216.00000000000006,36.0,224.99999999999997,510.00000000000006,183.48397863818425,29.6,1.0,10.0,1.0,40.0,12.0,29.0,31.0,112.0,42.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.7,1596.0,733.9999999999999,0.0,1.0,0.0
100.0,1.0,1.0,28005.0,40.40479531163243,-3.710049498585271,3.0,1.0,1.0,2.0,462.99999999999994,60.0,422.0,1351.0,313.20000000000005,10.0,2.0,12.0,1.0,25.0,3.0,5.0,7.0,212.00000000000003,8.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,1.49,782.0000000000001,133.0,1.0,0.0,0.0
100.0,2.0,2.0,28012.000000000004,40.40752448531772,-3.699853543110171,6.0,2.0,1.0,6.0,462.8,35.0,157.0,429.0,183.48397863818425,25.6,1.0,25.0,3.0000000000000004,1125.0,30.0,60.0,90.0,181.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.11,1934.0,15.0,0.0,1.0,0.0
100.0,6.000000000000001,6.000000000000001,28001.0,40.429494023042125,-3.686298970811813,3.0,1.0,2.0,2.0,566.4,80.00000000000001,408.00000000000006,1789.9999999999998,150.0,50.0,2.0,25.0,5.0,1125.0,7.0,36.0,66.0,341.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.11,1273.0,16.0,1.0,0.0,0.0
86.0,2.0,2.0,28045.0,40.40257725249224,-3.6949291439269945,2.0,1.0,1.0,1.0,405.6000000000001,40.0,202.0,419.00000000000006,183.48397863818425,18.400000000000002,1.0,0.0,1.0,1125.0,11.0,41.0,71.0,346.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,1406.0,0.0,0.0,1.0,0.0
100.0,1.0,1.0,28015.0,40.4345720865884,-3.7124475968488864,2.0,1.0,1.0,2.0,538.2,40.0,250.00000000000003,800.0,183.48397863818425,40.8,1.0,0.0,1.0,1125.0,6.0,36.0,53.99999999999999,329.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.06,609.0,0.0,0.0,1.0,0.0
100.0,1.0,1.0,28034.0,40.48466449806586,-3.6880760200134977,5.0,1.0,3.0000000000000004,4.0,534.0,50.0,497.19999999999993,1307.8,150.0,24.000000000000004,2.0,10.0,20.0,1125.0,0.0,0.0,0.0,222.00000000000003,18.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.5,262.0,144.0,1.0,0.0,0.0
94.0,1.0,1.0,28014.0,40.41349631745213,-3.6981598908752993,1.0,1.0,1.0,1.0,503.19999999999993,32.0,148.0,409.0,313.20000000000005,10.0,1.0,0.0,2.0,10.0,7.0,30.0,60.00000000000001,61.0,14.0,96.00000000000001,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.72,1066.0,238.0,0.0,1.0,0.0
100.0,1.0,1.0,28018.0,40.38608523234298,-3.6403422739965263,1.0,1.0,1.0,1.0,523.1999999999999,21.0,135.0,295.0,156.0,8.0,1.0,0.0,3.0000000000000004,1125.0,0.0,0.0,6.0,281.0,3.0,100.0,9.0,9.0,9.0,10.0,9.0,8.0,1.0,0.13,2076.0,372.0,0.0,1.0,0.0
100.0,1.0,1.0,28043.0,40.45846892674892,-3.6451517658352417,4.0,1.0,2.0,3.0,273.40000000000003,50.0,447.0,1299.9999999999998,165.0,20.0,1.0,7.000000000000001,2.0,1125.0,13.0,37.0,53.99999999999999,329.0,9.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,0.95,337.0,265.0,1.0,0.0,0.0
99.0,10.0,10.0,28013.0,40.41738149610647,-3.700693461890413,4.0,1.0,0.0,1.0,686.8000000000001,45.0,343.0,1127.2000000000003,90.0,25.0,1.0,0.0,2.0,2.0,17.0,45.0,72.0,216.0,16.0,84.0,9.0,9.0,9.0,8.0,10.0,9.0,9.0,2.0,900.0000000000001,218.0,1.0,0.0,0.0
100.0,1.0,1.0,28012.000000000004,40.410469609965816,-3.701457309971553,2.0,1.0,1.0,1.0,405.6000000000001,40.0,255.0,389.00000000000006,150.0,20.0,1.0,0.0,3.0000000000000004,7.0,15.0,45.0,75.0,350.0,60.0,90.99999999999999,9.0,10.0,10.0,10.0,9.0,9.0,1.0,2.02,987.0,746.0,0.0,1.0,0.0
100.0,28.0,28.0,28004.000000000004,40.427513858112135,-3.703445795313088,2.0,1.0,1.0,1.0,648.2,90.0,560.0,1600.0,219.99999999999997,80.0,2.0,0.0,5.0,330.0,10.0,40.0,70.0,70.0,8.0,80.0,9.0,10.0,9.0,9.0,10.0,8.0,27.999999999999996,0.15,2153.0,1380.0,1.0,0.0,0.0
100.0,3.0000000000000004,3.0000000000000004,28004.000000000004,40.42437254540329,-3.704198691465696,8.0,2.0,5.0,5.0,519.0,109.99999999999999,255.0,1163.8,220.0,40.0,1.0,10.0,1.0,1125.0,15.0,26.0,51.0,326.0,11.0,82.0,8.0,9.0,9.0,9.0,10.0,8.0,2.0,5.24,102.0,56.0,1.0,0.0,0.0
100.0,24.000000000000004,24.000000000000004,28013.0,40.416576100002295,-3.707817732829578,4.0,1.0,0.0,2.0,496.40000000000003,79.0,509.80000000000007,1977.8000000000004,100.0,27.000000000000004,3.0,0.0,2.0,29.0,5.0,12.0,20.0,229.99999999999997,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,21.0,1.0,646.0,0.0,1.0,0.0,0.0
