Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
0.0;1.0;1.0;28033.0;40.472206090372666;-3.6381977296730033;2;1.0;1.0;1.0;;23.0;109.0;399.0;;5.0;1;12;1;100;0;0;6;281;88;93.0;10.0;9.0;9.0;10.0;9.0;9.0;1.0;2.78;1207.0;787.0;0;1;0;
100.0;1.0;1.0;28010.0;40.434905039135394;-3.7018729962108208;2;1.0;1.0;1.0;;50.0;;;;15.0;1;0;2;1125;4;32;62;62;33;91.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;2.32;445.0;400.0;1;0;0;
100.0;1.0;1.0;28005.0;40.41276980925111;-3.7113213827151617;2;1.0;1.0;1.0;;60.0;380.0;1300.0;;25.0;1;0;3;1125;4;5;12;283;55;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.99;887.0;823.0;1;0;0;
100.0;57.0;57.0;28013.0;40.41704664546161;-3.703874356021765;6;2.0;2.0;2.0;;69.0;;;150.0;50.0;1;20;1;28;10;29;47;129;47;84.0;9.0;9.0;9.0;9.0;10.0;9.0;48.0;2.2;788.0;611.0;1;0;0;
100.0;2.0;2.0;28015.0;40.43758690246576;-3.71695234370837;2;2.0;1.0;1.0;;70.0;;;;;1;15;1;1125;29;59;89;179;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;2.0;0.3;951.0;0.0;0;1;0;
100.0;1.0;1.0;28008.0;40.42130471912494;-3.7143851674822073;4;1.5;1.0;2.0;;79.0;520.0;1800.0;100.0;25.0;2;12;3;1125;4;5;17;179;101;92.0;10.0;9.0;9.0;9.0;10.0;9.0;1.0;2.8;1129.0;1068.0;1;0;0;
50.0;1.0;1.0;28015.0;40.43413159578347;-3.714721628550607;2;1.0;1.0;1.0;;85.0;;;;;1;0;1;1125;22;52;82;357;8;67.0;7.0;6.0;8.0;8.0;9.0;8.0;1.0;0.52;514.0;387.0;1;0;0;
100.0;2.0;2.0;28029.0;40.47659793108929;-3.702149333538393;2;1.0;1.0;1.0;;45.0;305.0;1100.0;;10.0;1;45;2;1125;30;60;90;365;3;80.0;9.0;9.0;9.0;9.0;7.0;7.0;1.0;0.1;1014.0;71.0;0;0;1;
92.0;2.0;2.0;28004.0;40.42015643918328;-3.701182117574633;2;1.0;1.0;1.0;;35.0;;;;15.0;1;15;5;31;2;28;58;83;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;772.0;0.0;0;1;0;
;1.0;1.0;28012.0;40.40142424027135;-3.701429144835943;1;1.0;1.0;1.0;;35.0;;;;10.0;1;0;2;1125;0;0;0;0;18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.59;1346.0;758.0;0;1;0;
100.0;36.0;36.0;28005.0;40.40656713343284;-3.70814444978488;8;1.0;3.0;3.0;;75.0;525.0;1700.0;150.0;;6;0;5;1125;0;0;5;146;32;77.0;8.0;8.0;8.0;8.0;9.0;8.0;26.0;0.66;1772.0;1262.0;1;0;0;
93.0;1.0;1.0;28011.0;40.40451748675611;-3.755190453005373;2;1.0;1.0;1.0;;15.0;;;;;1;0;1;365;5;30;60;335;50;84.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;4.6;942.0;319.0;0;1;0;
100.0;1.0;1.0;28015.0;40.43594963789846;-3.7051593585937086;2;1.0;1.0;1.0;;22.0;;;;;1;0;2;1125;9;37;62;63;15;89.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;5.17;88.0;83.0;0;1;0;
100.0;24.0;24.0;28013.0;40.41656394603594;-3.706666011328343;4;1.0;1.0;2.0;;103.0;;;100.0;;1;0;2;29;14;38;63;338;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;21.0;0.09;646.0;0.0;1;0;0;
100.0;2.0;2.0;28025.0;40.37266606667597;-3.726148633866513;3;1.0;1.0;1.0;0.0;70.0;400.0;1100.0;250.0;;1;7;3;365;0;23;53;328;4;95.0;10.0;9.0;10.0;9.0;10.0;10.0;2.0;0.18;2124.0;345.0;1;0;0;0.0
;1.0;1.0;;40.43163578085253;-3.7036439579859137;1;1.0;1.0;1.0;;30.0;;;;10.0;1;0;1;1125;0;0;0;0;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.43;730.0;86.0;0;1;0;
;1.0;1.0;;40.419086137156654;-3.708172573946277;2;0.5;1.0;2.0;;70.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;1789.0;;0;1;0;
100.0;9.0;9.0;28011.0;40.40990526904781;-3.734652810343031;3;1.0;1.0;2.0;;20.0;;;;10.0;1;10;1;1125;16;36;66;157;10;88.0;9.0;9.0;9.0;9.0;8.0;8.0;6.0;2.91;403.0;89.0;0;1;0;
100.0;1.0;1.0;28009.0;40.42108634621588;-3.6790588607909287;2;1.0;1.0;1.0;;70.0;;;200.0;30.0;2;40;4;1125;3;33;63;256;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.26;1729.0;414.0;1;0;0;
100.0;1.0;1.0;28043.0;40.45665883448246;-3.626350410321869;4;1.0;1.0;2.0;;60.0;;;;15.0;1;0;2;1125;11;25;43;245;21;96.0;10.0;10.0;9.0;10.0;9.0;10.0;1.0;1.68;773.0;341.0;1;0;0;
100.0;12.0;12.0;;40.41516060729643;-3.707927967095648;6;1.0;1.0;6.0;;22.0;;;;;1;22;1;1125;15;42;72;347;40;91.0;9.0;9.0;9.0;10.0;10.0;9.0;12.0;1.22;1193.0;982.0;0;0;1;
90.0;15.0;15.0;28012.0;40.41291961925193;-3.7033322189670352;5;1.0;1.0;3.0;;120.0;550.0;1700.0;200.0;;1;0;2;1125;10;27;40;298;0;;;;;;;;11.0;;1548.0;;1;0;0;
100.0;1.0;1.0;28004.0;40.426371242694266;-3.702540723146925;2;1.0;1.0;1.0;;54.0;;;300.0;25.0;1;5;2;1125;1;6;9;208;15;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.98;1222.0;65.0;1;0;0;
100.0;5.0;5.0;;40.41267847652388;-3.708493434422823;4;1.0;1.0;1.0;;100.0;;;200.0;49.0;2;12;3;1125;6;17;36;228;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;3.0;0.64;1824.0;55.0;1;0;0;
100.0;1.0;1.0;28019.0;40.39473684103728;-3.719246765648098;2;1.0;1.0;1.0;;45.0;300.0;;;;1;0;1;1125;17;47;77;352;14;98.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;0.66;2033.0;630.0;0;1;0;
100.0;1.0;1.0;28004.0;40.4234776730976;-3.691769809004175;4;2.0;2.0;3.0;;200.0;;;;50.0;1;0;2;1125;0;0;2;93;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.03;1350.0;123.0;1;0;0;
82.0;8.0;8.0;28010.0;40.43808795053814;-3.70178573102163;3;1.0;0.0;2.0;;49.0;;;;30.0;3;10;3;1125;30;60;90;365;7;88.0;9.0;10.0;9.0;10.0;9.0;9.0;8.0;0.46;476.0;269.0;1;0;0;
80.0;1.0;1.0;28014.0;40.411370895952416;-3.6960873616851657;2;1.0;1.0;1.0;;25.0;;;;;1;0;1;3;15;45;75;280;10;78.0;9.0;8.0;9.0;9.0;10.0;8.0;1.0;1.83;296.0;136.0;0;0;1;
100.0;1.0;1.0;;40.421518989645136;-3.7171792464233135;6;2.0;2.0;3.0;;93.0;;;200.0;40.0;1;25;1;1125;16;40;64;165;11;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.95;185.0;99.0;1;0;0;
100.0;22.0;22.0;28013.0;40.41983117234219;-3.700310150822913;6;2.0;2.0;3.0;;125.0;;;;;2;20;3;1125;16;30;45;320;3;90.0;7.0;10.0;8.0;6.0;7.0;7.0;13.0;0.28;665.0;235.0;1;0;0;
100.0;1.0;1.0;28015.0;40.4324798773206;-3.7086093667695335;2;1.0;1.0;2.0;;30.0;;;;;1;0;2;4;9;39;69;69;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.29;293.0;136.0;0;1;0;
100.0;1.0;1.0;28011.0;40.41152077189224;-3.730258222988392;3;1.5;2.0;3.0;;50.0;200.0;600.0;;35.0;1;0;90;151;0;0;0;17;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.38;1068.0;734.0;1;0;0;
75.0;164.0;164.0;28012.0;40.41223678901696;-3.703671471651516;8;2.0;3.0;6.0;;200.0;;;200.0;70.0;4;10;2;1125;0;0;26;298;2;80.0;9.0;9.0;10.0;9.0;9.0;8.0;145.0;0.19;932.0;161.0;1;0;0;
100.0;2.0;2.0;28027.0;40.43357292822208;-3.658712989903707;1;2.0;1.0;1.0;;25.0;195.0;325.0;;10.0;1;0;2;1125;0;0;0;0;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;2.0;0.29;584.0;305.0;0;1;0;
100.0;1.0;1.0;28005.0;40.41256698398199;-3.715276384715292;4;2.0;2.0;2.0;;115.0;;;;;1;0;4;1125;0;0;0;251;3;100.0;9.0;10.0;10.0;10.0;10.0;10.0;1.0;0.94;126.0;79.0;1;0;0;
100.0;15.0;15.0;28028.0;40.43377859278378;-3.669912803578008;4;1.0;2.0;4.0;;59.0;;;;;1;0;1;10;13;29;58;333;36;73.0;7.0;7.0;8.0;9.0;9.0;7.0;14.0;1.84;668.0;493.0;1;0;0;
96.0;39.0;39.0;28014.0;40.41118434084234;-3.693729772188669;2;1.0;0.0;2.0;;89.0;;;;;1;0;1;1125;3;13;43;313;0;;;;;;;;29.0;;239.0;;1;0;0;
89.0;13.0;13.0;28008.0;40.43159521479116;-3.721521526875312;7;1.0;5.0;6.0;;78.0;539.0;2280.0;;;1;0;2;1125;0;0;0;0;0;;;;;;;;9.0;;849.0;;1;0;0;
100.0;25.0;25.0;28014.0;40.41731900280177;-3.697990155773141;4;2.0;1.0;3.0;0.0;42.0;320.0;840.0;;12.0;2;28;1;1125;16;46;66;341;127;91.0;9.0;9.0;9.0;9.0;10.0;9.0;14.0;3.0;2077.0;1229.0;0;1;0;0.0
83.0;2.0;2.0;28012.0;40.412892801182565;-3.701113572253511;4;1.5;1.0;2.0;;115.0;;;500.0;35.0;2;10;5;1125;9;14;38;129;0;;;;;;;;1.0;;788.0;;1;0;0;
92.0;1.0;1.0;28012.0;40.410266152620814;-3.6992777918253177;2;1.0;0.0;1.0;;49.0;;;300.0;;1;0;1;1125;7;27;48;323;12;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;1.72;241.0;140.0;1;0;0;
100.0;10.0;10.0;28004.0;40.42771788072858;-3.705118908337541;8;2.0;4.0;5.0;;170.0;;;250.0;80.0;6;15;3;1125;5;17;35;150;36;91.0;9.0;10.0;9.0;9.0;9.0;9.0;10.0;3.2;912.0;333.0;1;0;0;
50.0;1.0;1.0;28016.0;40.45938297830671;-3.6775636430284417;4;1.0;1.0;4.0;;20.0;;;;;1;20;1;15;30;60;90;269;0;;;;;;;;1.0;;104.0;;0;0;1;
100.0;5.0;5.0;28004.0;40.42180927549946;-3.698588232166859;1;2.0;1.0;1.0;;26.0;;;;10.0;1;0;1;1125;9;27;40;288;17;93.0;9.0;9.0;9.0;10.0;10.0;9.0;5.0;4.59;553.0;106.0;0;1;0;
100.0;1.0;1.0;28011.0;40.40960642250568;-3.733502931560946;1;2.0;1.0;1.0;;26.0;180.0;;;10.0;1;0;2;90;30;60;90;365;0;;;;;;;;1.0;;1797.0;;0;1;0;
;1.0;1.0;28018.0;40.38385287909606;-3.664027184443064;1;1.0;1.0;1.0;;12.0;;;;;1;5;1;1125;22;51;81;172;0;;;;;;;;1.0;;7.0;;0;1;0;
46.0;2.0;2.0;28020.0;40.454197945867975;-3.6976238979040126;2;2.0;1.0;1.0;;35.0;;;100.0;8.0;2;10;1;3;24;54;84;84;1;100.0;10.0;10.0;10.0;8.0;10.0;10.0;2.0;0.16;1580.0;0.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41362716731656;-3.7039567265907474;2;1.5;1.0;1.0;;47.0;300.0;;;9.0;2;20;3;1125;12;35;65;278;60;95.0;9.0;9.0;10.0;10.0;10.0;10.0;1.0;2.6;1018.0;672.0;0;1;0;
;1.0;1.0;;40.40830749581716;-3.715447679511268;6;1.0;2.0;4.0;;83.0;;;;;2;10;1;1125;13;43;73;163;0;;;;;;;;1.0;;4.0;;1;0;0;
100.0;40.0;40.0;28004.0;40.429063085121385;-3.697940089235333;5;2.0;3.0;4.0;;150.0;;;500.0;140.0;1;0;3;1125;18;36;43;318;12;82.0;9.0;10.0;10.0;9.0;10.0;9.0;37.0;0.66;778.0;503.0;1;0;0;
100.0;1.0;1.0;28012.0;40.41224066366093;-3.70147969563551;1;1.0;1.0;1.0;;25.0;;;;12.0;1;0;1;5;15;41;58;320;7;93.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;4.38;1366.0;32.0;0;1;0;
100.0;4.0;4.0;28036.0;40.470124523538296;-3.685777449296255;4;1.0;1.0;1.0;;50.0;420.0;1100.0;150.0;20.0;1;10;2;1125;9;28;49;314;1;100.0;;;;;;8.0;4.0;0.1;1539.0;0.0;1;0;0;
100.0;6.0;6.0;28005.0;40.4134369897056;-3.708233442812752;2;1.5;1.0;2.0;;40.0;;;100.0;25.0;1;15;5;1125;0;28;58;148;0;;;;;;;;4.0;;1362.0;;0;1;0;
94.0;10.0;10.0;28004.0;40.42089688874544;-3.7029173239741584;3;1.0;1.0;1.0;;80.0;535.0;1150.0;150.0;;1;0;1;365;11;28;47;314;18;88.0;9.0;9.0;9.0;9.0;10.0;9.0;10.0;0.37;1613.0;1257.0;1;0;0;
100.0;2.0;2.0;28011.0;40.40574755555119;-3.7429271364700303;3;1.0;2.0;2.0;;50.0;300.0;900.0;100.0;20.0;1;0;2;1125;0;12;42;302;5;92.0;10.0;10.0;10.0;10.0;9.0;9.0;2.0;0.89;662.0;163.0;1;0;0;
100.0;1.0;1.0;28020.0;40.464708371138336;-3.6919459795234766;2;1.0;2.0;2.0;;23.0;;;;20.0;1;18;1;1125;24;54;84;174;4;93.0;10.0;9.0;9.0;9.0;9.0;9.0;1.0;0.67;188.0;143.0;0;1;0;
95.0;1.0;1.0;28009.0;40.42087615398808;-3.674533257409676;6;3.0;4.0;5.0;;110.0;;;100.0;20.0;4;20;2;1125;11;36;61;336;31;89.0;9.0;9.0;10.0;9.0;9.0;9.0;1.0;1.48;726.0;622.0;1;0;0;
100.0;1.0;1.0;28012.0;40.40887003582697;-3.6977591846251614;2;1.0;1.0;1.0;;45.0;;;;20.0;1;0;2;1125;10;22;44;45;37;91.0;9.0;10.0;10.0;10.0;10.0;9.0;1.0;3.51;2074.0;302.0;1;0;0;
80.0;1.0;1.0;28045.0;40.39481622017141;-3.6995519182493775;3;1.0;1.0;2.0;;21.0;175.0;300.0;;10.0;2;10;1;1125;14;44;74;75;28;83.0;9.0;8.0;10.0;10.0;9.0;9.0;1.0;1.37;632.0;608.0;0;1;0;
80.0;2.0;2.0;28004.0;40.4219475652493;-3.700726395574364;4;1.0;1.0;1.0;;45.0;;;100.0;20.0;1;10;3;1125;3;12;38;38;2;80.0;7.0;10.0;8.0;10.0;10.0;9.0;2.0;0.62;557.0;47.0;1;0;0;
90.0;1.0;1.0;28013.0;40.41749531510763;-3.705353403065374;6;2.0;2.0;4.0;;100.0;;;;25.0;2;20;3;1125;12;17;27;255;15;97.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;1.17;1151.0;354.0;1;0;0;
;1.0;1.0;28005.0;40.41053804588812;-3.706920687085623;3;1.0;2.0;2.0;;90.0;;;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.04;1077.0;0.0;1;0;0;
95.0;3.0;3.0;28029.0;40.47617893702246;-3.7101775765433103;1;1.0;1.0;2.0;;19.0;;;200.0;;1;15;3;1125;16;43;55;56;21;91.0;10.0;9.0;10.0;10.0;9.0;9.0;3.0;0.89;1192.0;636.0;0;1;0;
100.0;2.0;2.0;28045.0;40.3982943861851;-3.696688857555548;4;1.0;2.0;3.0;;60.0;335.0;850.0;;;1;0;1;30;2;8;23;100;47;97.0;10.0;10.0;10.0;10.0;9.0;10.0;2.0;3.07;758.0;436.0;1;0;0;
100.0;1.0;1.0;28012.0;40.41283759582893;-3.703797058165631;2;1.0;1.0;1.0;;29.0;;;200.0;20.0;1;10;1;1125;19;49;79;354;49;93.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;2.06;1516.0;700.0;0;1;0;
100.0;3.0;3.0;28022.0;40.446486108245765;-3.579518923026528;3;2.0;2.0;2.0;646.0;90.0;;;;;1;0;1;365;28;58;86;360;31;83.0;9.0;9.0;9.0;8.0;8.0;8.0;3.0;0.75;1621.0;1126.0;1;0;0;60.015338
100.0;1.0;1.0;28012.0;40.406946488498;-3.6966357341685727;4;1.0;1.0;2.0;;53.0;328.0;1147.0;117.0;29.0;1;23;2;1125;8;24;40;312;27;96.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;0.89;1017.0;888.0;1;0;0;
100.0;9.0;9.0;28026.0;40.3851747273978;-3.704547961383641;2;1.0;0.0;1.0;;44.0;;;;;1;0;5;1125;0;0;3;274;6;90.0;10.0;9.0;10.0;10.0;9.0;9.0;9.0;0.53;475.0;246.0;1;0;0;
100.0;1.0;1.0;;40.43059492389245;-3.646365351680579;1;1.0;1.0;1.0;;16.0;;;;;1;0;1;7;20;50;80;171;2;100.0;10.0;10.0;8.0;10.0;10.0;10.0;1.0;2.0;38.0;3.0;0;1;0;
100.0;1.0;1.0;28004.0;40.423342923272166;-3.705075924605255;6;2.0;2.0;3.0;;80.0;500.0;1800.0;;35.0;2;15;2;1125;15;30;51;316;66;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.29;654.0;595.0;1;0;0;
90.0;1.0;1.0;28001.0;40.424696849383565;-3.679920997578048;5;2.0;2.0;4.0;;140.0;;;;35.0;1;0;2;1125;0;0;0;73;18;96.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;1.35;423.0;383.0;1;0;0;
100.0;1.0;1.0;28014.0;40.41654916955129;-3.6998812789352153;8;2.0;3.0;5.0;;109.0;;;150.0;;6;10;5;1125;4;6;11;186;8;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;1.86;172.0;114.0;1;0;0;
100.0;7.0;7.0;28005.0;40.40348062651829;-3.705263724055597;2;1.0;1.0;2.0;10.0;33.0;275.0;800.0;;;1;0;1;14;6;28;56;101;62;94.0;9.0;9.0;10.0;10.0;10.0;9.0;7.0;1.78;1664.0;891.0;0;0;1;0.92903
100.0;1.0;1.0;28045.0;40.3929644240123;-3.695622635486322;2;1.0;1.0;1.0;;25.0;;;;;1;15;2;5;25;55;85;360;0;;;;;;;;1.0;;322.0;;0;1;0;
100.0;1.0;1.0;28033.0;40.46094550323299;-3.662383999478221;3;1.0;1.0;2.0;;50.0;;;;;1;0;3;1125;0;0;6;6;0;;;;;;;;1.0;;241.0;;1;0;0;
90.0;1.0;1.0;28004.0;40.42446518147507;-3.699145404493248;4;1.5;2.0;2.0;;100.0;;;300.0;50.0;1;0;3;90;0;0;0;70;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.55;1756.0;122.0;1;0;0;
100.0;1.0;1.0;28013.0;40.42172944293156;-3.711068972027552;2;1.0;1.0;1.0;;35.0;409.0;1400.0;150.0;5.0;1;0;1;1125;0;0;0;54;47;86.0;9.0;9.0;10.0;9.0;10.0;9.0;1.0;1.89;770.0;679.0;0;1;0;
;1.0;1.0;28014.0;40.413211923982594;-3.697527068072008;2;1.0;1.0;1.0;;30.0;;;;;1;20;1;10;30;60;90;365;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;0.12;502.0;37.0;0;0;1;
;1.0;1.0;28004.0;40.42285844178027;-3.70399681201902;3;1.0;1.0;2.0;;70.0;400.0;;;;1;0;1;1125;0;0;0;0;2;90.0;9.0;8.0;9.0;10.0;9.0;10.0;1.0;0.1;1259.0;9.0;1;0;0;
100.0;1.0;1.0;28025.0;40.37921660551386;-3.743994174054517;2;2.0;1.0;2.0;;30.0;;;;;1;0;1;2;28;58;88;363;1;;;;;;;;1.0;0.14;248.0;0.0;0;1;0;
100.0;18.0;18.0;;40.38863523657848;-3.736483641660141;7;1.0;3.0;3.0;;60.0;;;;;1;0;7;1125;0;5;27;167;0;;;;;;;;11.0;;1249.0;;1;0;0;
100.0;6.0;6.0;28013.0;40.41975069174675;-3.7001338069562326;4;1.0;0.0;1.0;;115.0;;;;30.0;2;10;1;28;18;39;62;332;1;100.0;10.0;8.0;6.0;10.0;8.0;8.0;6.0;0.71;443.0;0.0;1;0;0;
100.0;1.0;1.0;28008.0;40.43130532848286;-3.7175187109515626;2;1.0;1.0;1.0;;60.0;;;100.0;20.0;1;0;2;1125;11;24;45;320;49;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;3.5;613.0;406.0;1;0;0;
100.0;1.0;1.0;28013.0;40.41810897233485;-3.708912236132964;6;2.0;2.0;5.0;;180.0;;;400.0;60.0;4;20;3;1125;6;17;17;136;15;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.65;841.0;685.0;1;0;0;
100.0;1.0;1.0;28001.0;40.42773350241684;-3.6855252053909298;8;3.0;4.0;6.0;;170.0;;;;50.0;4;25;2;1125;2;19;37;309;56;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.2;537.0;518.0;1;0;0;
100.0;3.0;3.0;28008.0;40.42700423831141;-3.714026632537269;3;1.0;1.0;1.0;;75.0;;1650.0;150.0;25.0;2;15;2;1125;0;0;1;272;116;97.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;3.13;1134.0;1097.0;1;0;0;
100.0;1.0;1.0;28005.0;40.42502395341507;-3.70123420127738;3;1.0;1.0;2.0;;86.0;;;150.0;;1;0;2;30;14;30;55;55;24;88.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;2.57;323.0;273.0;1;0;0;
90.0;2.0;2.0;28053.0;40.39532858736855;-3.666190953681464;5;1.0;2.0;2.0;;60.0;380.0;1300.0;300.0;;4;18;3;1125;1;13;43;318;58;93.0;10.0;10.0;10.0;10.0;8.0;9.0;2.0;2.37;801.0;694.0;1;0;0;
;1.0;1.0;28038.0;40.40027644813019;-3.6574990178881657;6;2.0;3.0;3.0;;200.0;;;;;1;0;7;1125;0;0;0;0;0;;;;;;;;1.0;;171.0;;1;0;0;
100.0;2.0;2.0;28028.0;40.43214223222437;-3.666331070800045;4;1.0;1.0;1.0;;80.0;580.0;;100.0;35.0;2;20;3;30;0;2;25;292;12;98.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;0.5;962.0;636.0;1;0;0;
100.0;1.0;1.0;28001.0;40.42698525056024;-3.683986295637052;2;1.0;0.0;1.0;;75.0;;;150.0;24.0;1;0;2;1125;16;23;48;138;11;89.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;2.48;149.0;70.0;1;0;0;
90.0;1.0;1.0;28004.0;40.42576515897678;-3.6960989716751;4;3.0;2.0;2.0;;150.0;;;300.0;50.0;2;50;2;1125;14;44;67;157;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.93;89.0;35.0;1;0;0;
90.0;1.0;1.0;28012.0;40.400075281712375;-3.702212965060012;2;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;0;0;0;0;3;93.0;9.0;10.0;10.0;10.0;9.0;9.0;1.0;0.89;314.0;16.0;0;1;0;
100.0;1.0;1.0;28012.0;40.4078017184248;-3.701249587057075;4;1.0;2.0;2.0;;80.0;;;;25.0;1;0;3;1125;3;8;15;194;26;98.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;3.59;304.0;212.0;1;0;0;
100.0;6.0;6.0;28004.0;40.42300547012305;-3.699699902818263;4;1.0;1.0;2.0;;99.0;;;;30.0;2;10;1;9999;3;6;10;252;133;89.0;9.0;9.0;9.0;9.0;10.0;9.0;6.0;2.92;1543.0;1354.0;1;0;0;
100.0;6.0;6.0;28014.0;40.41275598577263;-3.69689695476525;1;2.0;1.0;1.0;;31.0;;;290.0;39.0;1;19;2;45;11;41;71;346;16;94.0;10.0;10.0;10.0;10.0;10.0;9.0;4.0;1.17;528.0;403.0;0;1;0;
;1.0;1.0;28004.0;40.421065843842015;-3.704299098845981;2;1.0;1.0;1.0;;40.0;260.0;800.0;;10.0;2;30;4;60;0;0;0;0;19;98.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;0.58;1373.0;770.0;0;1;0;
100.0;4.0;4.0;28012.0;40.40635370973264;-3.703991429463036;4;1.0;2.0;3.0;;65.0;;;;;1;0;1;1125;4;13;28;28;18;92.0;10.0;10.0;10.0;10.0;9.0;9.0;4.0;9.31;347.0;53.0;1;0;0;
100.0;6.0;6.0;28014.0;40.415203233794216;-3.696861364155491;4;1.0;2.0;2.0;;75.0;;;150.0;50.0;2;0;2;14;2;7;13;278;59;94.0;10.0;10.0;10.0;10.0;10.0;9.0;6.0;5.75;483.0;301.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42296661329256;-3.699262634506215;3;1.0;1.0;1.0;;140.0;;;;30.0;1;0;3;1125;7;37;67;67;3;100.0;10.0;9.0;10.0;10.0;9.0;10.0;1.0;0.52;682.0;77.0;1;0;0;
100.0;142.0;142.0;28013.0;40.42201891597724;-3.705877350118137;4;1.0;1.0;1.0;;150.0;;;;77.0;2;17;3;1125;8;24;37;202;0;;;;;;;;77.0;;1667.0;;1;0;0;
100.0;1.0;1.0;28011.0;40.40411185802228;-3.742059761624336;1;1.0;;;;14.0;;;;;1;0;1;1125;9;39;69;160;0;;;;;;;;1.0;;41.0;;0;1;0;
;1.0;1.0;28012.0;40.41013142161648;-3.6977747929182097;2;2.0;1.0;1.0;;35.0;150.0;450.0;;20.0;1;7;4;13;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;1.0;0.11;729.0;0.0;0;1;0;
100.0;1.0;1.0;28039.0;40.46137802353795;-3.7116031540879386;1;1.0;1.0;1.0;;18.0;;;;;1;0;1;1125;11;41;71;346;9;96.0;10.0;9.0;10.0;10.0;9.0;9.0;1.0;3.46;575.0;74.0;0;1;0;
100.0;1.0;1.0;28012.0;40.410611857886806;-3.7022422799412897;4;1.0;2.0;2.0;;60.0;;;160.0;30.0;2;10;3;30;0;12;30;305;6;83.0;10.0;8.0;9.0;10.0;9.0;9.0;1.0;1.22;985.0;134.0;1;0;0;
94.0;10.0;10.0;28012.0;40.41219247341478;-3.706118217383176;6;1.0;2.0;3.0;;100.0;;;;;2;10;2;1125;10;32;61;336;3;73.0;7.0;7.0;6.0;9.0;9.0;7.0;7.0;0.54;178.0;7.0;1;0;0;
80.0;1.0;1.0;28006.0;40.43497554086425;-3.682395832447378;1;1.0;1.0;1.0;;48.0;;;;;1;0;1;1125;30;55;85;175;0;;;;;;;;1.0;;160.0;;0;1;0;
100.0;1.0;1.0;28014.0;40.40613213213744;-3.682041662874952;2;1.0;1.0;2.0;;53.0;340.0;1221.0;100.0;38.0;1;10;4;1125;9;12;16;125;54;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.18;538.0;485.0;1;0;0;
